TYPEANA;TYPEANA_LABEL
EBASO3.EBASO3INFO54;Allergène demandé
EBASO3.EBASO3INFO55;Allergène demandé 
EBASO4.EBASO4INFO56;Allergène demandé
EBASO4.EBASO4INFO57;Allergène demandé 
EBASO5.EBASO5INFO58;Allergène demandé
EBASO5.EBASO5INFO59;Allergène demandé 
EBASO6.EBASO6INFO591;Allergène demandé
EBASO6.EBASO6INFO592;Allergène demandé 
EBASO7.EBASO7INFO593;Allergène demandé
EBASO7.EBASO7INFO594;Allergène demandé 
EBGP350.EBGP350;Antigène EBV-GP350 (ENV)
EBLMP1.EBLMP1;Antigène EBV-LMP1 (L)
EBLMP2.EBLMP2;Antigène EBV-LMP2 (L)
EBMLF1.EBMLF1;Antigène EBV-BMLF1 (E)
EBMRF1.EBMRF1;Antigène EBV-BMRF1 (E)
EBNA1.EBNA1;Antigène EBV-EBNA1 (L)
EBNA2.EBNA2;Antigène EBV-EBNA2 (L)
EBNA3A.EBNA3A;Antigène EBV-EBNA3A (L)
EBNA3B.EBNA3B;Antigène EBV-EBNA3B (L)
EBNA3C.EBNA3C;Antigène EBV-EBNA3C (L)
EBPG1.EBPG1COM;Commentaire
EBPG1.EBPG1;Dosage
EBPG1.EBPG1REC;Recherche
EBPG2.EBPG2COM;Commentaire
EBPG2.EBPG2;Dosage
EBPG2.EBPG2REC;Recherche
EBRLF1.EBRLF1;Antigène EBV-BRLF1 (IE)
EBZLF1.EBZLF1;Antigène EBV- BZLF1 (IE)
ECADD.ECADD;Angio. Con. Liq
ECADD.ECADDCOM;Commentaire
ECA.ECA;Angiotensine convertase
ECA.000;ANGIOTENSINE CONVERTASE
ECA.005;ANGIOTENS  CONV
ECP.ECP;Taux :
ECTC.ECTCONC1;Conclusion 
ECTC.ECTCONC2;Conclusion
ECTC.ECTCONC3;Conclusion
ECT.ECT;Prescription
ECTF.ECTFCOML;Commentaire
ECTF.ECTFCOM1;Commentaire
ECTF.ECTFJO1D;Anti-JO1 dosage
ECTF.ECTFJO1RC;Anti-JO1 recherche
ECTF.ECTFLAD;Anti-LA (SS-B) dosage
ECTF.ECTFLARC;Anti-LA (SS-B)  recherche
ECTF.ECTFRIBD;Anti-Ribosomes dosage
ECTF.ECTFRIBRC;Anti-Ribosomes recherche
ECTF.ECTFRNPD;Anti-RNP dosage
ECTF.ECTFRNPRC;Anti-RNP  recherche
ECTF.ECTFROD;Anti-RO (SS-A) dosage
ECTF.ECTFRORC;Anti-RO (SS-A) recherche
ECTF.ECTFSCLD;Anti-Scl70 dosage
ECTF.ECTFSCLRC;Anti-Scl70  recherche
ECTF.ECTFSMD;Anti-Sm dosage
ECTF.ECTFSMRC;Anti-Sm  recherche
ECTF2.ECTF2ANASP1;ANHE aspect 1
ECTF2.ECTF2ANASP2;ANHE aspect 2
ECTF2.ECTF2ANASP3;ANHE aspect 3
ECTF2.ECTF2ANCYTO;ANHE aspect 3
ECTF2.ECTF2ANREC;ANHE recherche
ECTF2.ECTF2ANRO;ANHE RO 60
ECTF2.ECTF2;ANTI-ECT dépistage
ECTF2.ECTF2ANTIT;ANHE titre
ECTF2.ECTF2CR;Recherche
EC1.EC1;Taux
EC10.EC10;Penicilloyl G : Penicilline G (c1)
EC2.EC2;Taux
EC20.EC20;Penicilloyl V : Penicilline V (c2)
EC260.EC260;Taux
EC2600.EC2600;Ammonium quaternaire (c260)
EC6.EC6;Taux
EC60.EC60;Amoxicilloyl : Amoxicilline (c6)
EDSG1.EDSG1COM;Commentaire
EDSG1.EDSG1;Dosage
EDSG1.EDSG1REC;Recherche
EDSG1.EDSG1ZC1;Valeurs de référence anti-DSG 1
EDSG3.EDSG3COM;Commentaire
EDSG3.EDSG3;Dosage
EDSG3.EDSG3REC;Recherche
EDSG3.EDSG3ZC1;Valeurs de référence anti-DSG 3
ED1.ED1;Taux
ED10.ED10;Dermatophagoïdes pteronyssinus (d1)
ED2.ED2;Taux
ED20.ED20;Dermatophagoïdes farinae (d2)
ED202.ED202;Taux
ED2020.ED2020;nDer p 1 (d202) Acariens recombinant
ED203.ED203;Taux
ED2030.ED2030;rDer p 2 (d203) Acariens recombinant
ED205.ED205;Taux
ED2050.ED2050;rDer p 10  (d205) Acariens recombinant
EEQPBU.EEQPBU;Plomburie
EEQPBU.EEQPBU1;Soit
EEQPBU.EEQPBU2;Unité pour EEQ OELM
EEQPBU.EEQPBU3;Plomburie
EEQPBU.EEQPBU4;Soit
EEQPBU.EEQPBU5;Plomburie
EEQPBU.EEQPBU6;Soit
EEX73.EEX73;Canard et Perroquet.
EEX730.EEX730;Plumes (ex73)
EE1.EE1;Taux
EE10.EE10;Chat : squames (e1)
EE2.EE2;Taux
EE20.EE20;Chien : épithélium (e2)
EE3.EE3;Taux
EE30.EE30;Cheval : poils et squames (e3)
EE5.EE5;Taux
EE50.EE50;Chien : squames (e5)
EE82.EE82;Taux
EE820.EE820;Lapin : épithélium (e82)
EE84.EE84;Taux
EE840.EE840;Hamster : épithélium (e84)
EE85.EE85;Taux
EE850.EE850;Poule : plumes (e85)
EFX1.EFX1;Brésil et de Coco et Amande.
EFX10.EFX10;Fruits à coque (fx1)
EFX2.EFX2;Thon et Saumon.
EFX20.EFX20;Produits de la mer (fx2)
EFX24.EFX24;Kiwi et  Banane.
EFX240.EFX240;Trophatop 2 Adulte (fx24)
EFX25.EFX25;Ail et Céleri.
EFX250.EFX250;Trophatop 3 adulte (fx25)
EFX26.EFX26;Arachide et Moutarde.
EFX260.EFX260;Trophatop 1 enfant (fx26)
EFX27.EFX27;Soja et Blé.
EFX270.EFX270;Trophatop 2 enfant (fx27)
EFX28.EFX28;Boeuf et Sésame
EFX280.EFX280;Trophatop 3 enfant (fx28)
EFX3.EFX3;Sésame et Sarrazin.
EFX30.EFX30;Céréales (fx3)
EFX5.EFX5;Morue, Blé, Arachide et Soja.
EFX50.EFX50;Trophatop 1 Adulte (fx5)
EF1.EF1;Taux
EF10.EF10;Blanc d'oeuf (f1)
EF13.EF13;Taux
EF130.EF130;Arachide (f13)
EF14.EF14;Taux
EF140.EF140;Soja : graine (f14)
EF17.EF17;Taux
EF170.EF170;Noisette (f17)
EF18.EF18;Taux
EF180.EF180;Noix du brésil (f18)
EF2.EF2;Taux
EF20.EF20;Taux
EF200.EF200;Lait de vache (f2)
EF2000.EF2000;Amande (f20)
EF201.EF201;Taux
EF2010.EF2010;Noix  de Pécan (f201)
EF202.EF202;Taux
EF2020.EF2020;Noix  de Cajou (f202)
EF203.EF203;Taux
EF2030.EF2030;Pistache (f203)
EF24.EF24;Taux
EF240.EF240;Crevette (f24)
EF245.EF245;Taux
EF2450.EF2450;Oeuf entier (f245)
EF25.EF25;Taux
EF2500.EF2500;Tomate (f25)
EF256.EF256;Taux
EF2560.EF2560;Noix (f256)
EF290.EF290;Taux
EF2900.EF2900;Huitre (f290)
EF299.EF299;Taux
EF2990.EF2990;Châtaigne (f299)
EF3.EF3;Taux
EF300.EF300;Morue : Cabillaud (f3)
EF315.EF315;Taux
EF3150.EF3150;Haricot vert (f315)
EF352.EF352;Taux
EF3520.EF3520;rAra h 8 (f352)  Arachide recombinant
EF353.EF353;Taux
EF3530.EF3530;rGly m 4 (f353) Soja recombinant
EF4.EF4;Taux
EF400.EF400;Blé : aliment (f4)
EF41.EF41;Taux
EF410.EF410;Saumon (f41)
EF416.EF416;Taux
EF4160.EF4160;rTri a 19 (f416)  Blé recombinant
EF422.EF422;Taux
EF4220.EF4220;rAra h 1 (f422)  Arachide recombinant
EF423.EF423;Taux
EF4230.EF4230;rAra h 2 (f423)  Arachide recombinant
EF424.EF424;Taux
EF4240.EF4240;rAra h 3 (f424)  Arachide recombinant
EF425.EF425;Taux
EF4250.EF4250;rCor a 8 (f425) Noisette recombinant
EF428.EF428;Taux
EF4280.EF4280;rCor a 1 (f428) Noisette recombinant
EF433.EF433;Taux
EF4330.EF4330;rTri a 14 (f433)  Blé recombinant
EF439.EF439;Taux
EF4390.EF4390;rCor a 14 (f439) Noisette recombinant
EF44.EF44;Taux
EF440A.EF440A;nCor a 9 (f440) Noisette recombinant
EF440.EF440;Taux
EF4400.EF4400;Fraise (f44)
EF49.EF49;Taux
EF4900.EF4900;Pomme (f49)
EF5.EF5;Taux
EF500.EF500;Seigle : aliment (f5)
EF6.EF6;Taux
EF600.EF600;Orge : aliment (f6)
EF7.EF7;Taux
EF700.EF700;Avoine : aliment (f7)
EF75.EF75;Taux
EF750.EF750;Jaune d'oeuf (f75)
EF76.EF76;Taux
EF760.EF760;Alpha-lactalbumine (f76)
EF77.EF77;Taux
EF770.EF770;Beta-lactoglobuline (f77)
EF78.EF78;Taux
EF780.EF780;Caséine (f78)
EF79.EF79;Taux
EF790.EF790;Gluten (f79)
EF84.EF84;Taux
EF840.EF840;Kiwi (f84)
EF85.EF85;Taux
EF850.EF850;Céleri (f85)
EF87.EF87;Taux
EF870.EF870;Melon (f87)
EF89.EF89;Taux
EF890.EF890;Moutarde (f89)
EF92.EF92;Taux
EF920.EF920;Banane (f92)
EGG41.EGG41INFO70;Allergène demandé :
EGG41.EGG41INFO71;Allergène demandé :
EGG42.EGG42INFO72;Allergène demandé :
EGG42.EGG42INFO73;Allergène demandé :
EGG43.EGG43INFO74;Allergène demandé :
EGG43.EGG43INFO75;Allergène demandé :
EGG44.EGG44INFO76;Allergène demandé :
EGG44.EGG44INFO77;Allergène demandé :
EGG45.EGG45INFO78;Allergène demandé :
EGG45.EGG45INFO79;Allergène demandé :
EGIL.EGIL-B;Lignée lymphoïde B : 
EGIL.EGIL-M;Lignée myéloïde : 
EGIL.EGIL-T;Lignée lymphoïde T : 
EGSP.EGSP;DOSAGE IGE SP.
EGSPM.EGSPM;IgE SPECIFIQUES MELANGES
EGX3.EGX3; Seigle et Houlque
EGX30.EGX30;Graminées (gx3)
EG1.EG1;Taux
EG100.EG100;Flouve odorante (g1)
EG12.EG12;Taux
EG120.EG120;Pollen de Seigle (g12)
EG15.EG15;Taux
EG150.EG150;Pollen de Blé (g15)
EG201.EG201;Taux
EG2010.EG2010;Orge (g201)
EG205.EG205;Taux
EG2050.EG2050;rPhl p 1 (g205) Phéole recombinant
EG212.EG212;Taux
EG2120.EG2120;rPhl p 12 (g212) Phéole recombinant
EG213.EG213;Taux
EG2130.EG2130;rPhl p 1 (g213) Phéole recombinant
EG3.EG3;Taux
EG300.EG300;Dactyle pelotonné (g3)
EG5.EG5;Taux
EG500.EG500;Ivraie vivace (g5)
EG6.EG6;Taux
EG600.EG600;Phléole des prés (g6)
EG8.EG8;Taux
EG800.EG800;Pâturin des prés (g8)
EI1.EI1;Taux
EI100.EI100;Venin d'abeille (i1)
EI3.EI3;Taux
EI300.EI300;Venine de guêpe : Vespula (i3)
EI4.EI4;Taux
EI400.EI400;Venin de guêpe : Poliste (i4)
EI6.EI6;Taux
EI600.EI600;Blatte germanique : Cafard (i6)
EKTA.EKTA-COM1;COMMENTAIRE STD
EKTA.EKTA-COM2;COMMENTAIRE LIBRE
EKTA.EKTA-ENV;Envoyé le :
EKTA.EKTAL;ENVOYE A
EKTA.EKTA-REC;Reçu le : 
EK219.EK219;Taux
EK2190.EK2190;rHev b 6.01 (k219) Latex recombinant
EK220.EK220;Taux
EK2200.EK2200;rHev b 6.02 (k220) Latex recombinant
EK221.EK221;Taux
EK2210.EK2210;rHev b 8  (k221) Latex recombinant
EK80.EK80;Taux
EK800.EK800;Formaldéhyde (k80)
EK81.EK81;Taux
EK810.EK810;Ficus (k81)
EK82.EK82;Taux
EK820.EK820;Latex (k82)
ELASF.ELASFENV;Envoyé le :
ELAS.000;ELASTASE SELLES                         
ELAS.005;ELASTASE                                
ELECDD.ELECDDALB;Albumine
ELECDD.ELECDDALBC;Albumine
ELECDD.ELECDDA1;Alpha 1 Globulines
ELECDD.ELECDDA1C;Alpha 1 Globulines
ELECDD.ELECDDA2;Alpha 2 Globulines
ELECDD.ELECDDA2C;Alpha 2 Globulines
ELECDD.ELECDDB;Beta Globulines
ELECDD.ELECDDBC;Beta Globulines
ELECDD.ELECDDC;Conclusion :
ELECDD.ELECDDGAC;Gamma Globulines
ELECDD.ELECDDGA;Gamma Globulines
ELECP.ELECPALB;Albumine
ELECP.ELECPALBC;Albumine
ELECP.ELECPA1;Alpha 1 Globulines
ELECP.ELECPA1C;Alpha 1 Globulines
ELECP.ELECPA2;Alpha 2 Globulines
ELECP.ELECPA2C;Alpha 2 Globulines
ELECP.ELECPBETA;Beta Globulines
ELECP.ELECPBETAC;Beta Globulines
ELECP.ELECPC;Commentaire :
ELECP.ELECPC2;Commentaire 2
ELECP.ELECPC3;Commentaire 3
ELECP.ELECPFIN;Elec terminée ?
ELECP.ELECPFT;Conclusion texte
ELECP.ELECPF1;conclusion :
ELECP.ELECPF2;Conclusion 2
ELECP.ELECPGAC;Gamma Globulines
ELECP.ELECPGA;Gamma Globulines
ELECP.ELECPIF;Calcul pour IF en cours
ELECP.ELECPI;Interprétation :
ELECP.ELECPIT;Interprétation texte
ELECP.ELECPPRO;Protides
ELECP.ELECPT;Commentaire texte
ELECTROMB.ELECTROMB-C1;COMMENTAIRE STD
ELECTROMB.ELECTROMB-C2;COMMENTAIRE LIBRE
ELECTROMB.ELECTROMB-ENV;Envoyé le :
ELECTROMB.ELECTROMBL;ENVOYER A
ELECTROMB.ELECTROMB-REC;Reçu le :
ELECU.ELECUBJ;calcul pour IFU en cours
ELECU.ELECU;Conclusion :
ELECU.ELECUC;Protéinurie des 24 heures
ELECU.ELECUC1;Commentaire1
ELECU.ELECUC2;Commentaire 2
ELECU.ELECUC3;Commentaire3
ELECU.ELECUC4;Commentaire 4
ELECU.ELECUC5;commentaire 5
ELECU.ELECUC6;texte libre
ELECU.ELECU-ECH;Copie volume échantillon
ELECU.ELECUGR;Globules Rouges
ELECU.ELECUHB;Hémoglobine
ELECU.ELECUP;Protéinurie
ELECU.ELECU-PROT;Copie protides
ELECU.ELECU-VOL24;Copie volume 24h
ELECU.ELECUV;Volume des Urines des 24h
ELIQ.ELIQ-COM;Commentaire
ELIQ.ELIQ;ELIQUIS (Concentration Plasmatique)
ELISBASE.ELISBASE;Réponse basale
ELISCOM.ELISCOMTEX;Conclusion
ELISEUIL.ELISEUIL;Seuil de positivité
ELISPOT.ELISPOTCOM; Commentaire
ELISPOT.ELISPOTCYTO;ELISPOT: Cytokines
EMEDI1.EMEDI1INFO20;Allergène demandé
EMEDI1.EMEDI1INFO21;Allergène demandé
EMEDI2.EMEDI2INFO20;Allergène demandé
EMEDI2.EMEDI2INFO21;Allergène demandé
EMEDI3.EMEDI3INFO24;Allergène demandé
EMEDI3.EMEDI3INFO25;Allergène demandé
EMEDI4.EMEDI4INFO26;Allergène demandé
EMEDI4.EMEDI4INFO27;Allergène demandé
EMEDI5.EMEDI5INFO28;Allergène demandé
EMEDI5.EMEDI5INFO29;Allergène demandé
EMX1.EMX1;Aspergillus f et  Alternaria a. 
EMX10.EMX10;Moisissures (mx1)
EM1.EM1;Taux
EM100.EM100;Penicillium chrysogenum-P notatum (m1)
EM2.EM2;Taux
EM200.EM200;Cladosporium herbarum  (m2)
EM218.EM218;Taux
EM2180.EM2180;rAps f 1 (m218) Aspergillus recombinant
EM219.EM219;Taux
EM2190.EM2190;rAps f 2 (m219) Aspergillus recombinant
EM220.EM220;Taux
EM2200.EM2200;rAps f 3 (m220) Aspergillus recombinant
EM221.EM221;Taux
EM2210.EM2210;rAps f 4 (m221) Aspergillus recombinant
EM222.EM222;Taux
EM2220.EM2220;rAps f 6 (m222) Aspergillus recombinant
EM229.EM229;Taux
EM2290.EM2290;rAlt a 1 (m229) Alternaria recombinant
EM3.EM3;Taux
EM300.EM300;Aspergillus fumigatus (m3)
EM5.EM5;Taux
EM500.EM500;Candida albicans (m5)
EM6.EM6;Taux
EM600.EM600;Alternaria alternata (m6)
ENDL.000;BETA ENDORPHINE
ENDL.002;BETA ENDORPHINE ( L.C.R )
END.000;B ENDORPHINE
END.005;B ENDORPHINE
END.010;CICLO T4
ENVAI.000;ENVOI AUTO IMMUNITE                     
ENVAI.010;*EXAMENS TRANSMIS                       
ENVAI.020;*AU LABORATOIRE                         
ENVAL.000;ENVOI ALLERGOLOGIE                      
ENVAL.010;*EXAMENS TRANSMIS                       
ENVAL.020;*AU LABORATOIRE                         
ENVAMI.ENVAMIID;Dosage externalisé :
ENVBES.ENVBESID;Dosage externalisé :
ENVBIC.ENVBICID;Dosage externalisé :
ENVCOC.ENVCOCID;Dosage externalisé :
ENVCRE.ENVCREID;Dosage externalisé :
ENVGAR.ENVGARID;Analyse externalisé :
ENVGRE.ENVGREID;Dosage externalisé :
ENVLIL.ENVLILID;Identification
ENVLIM.ENVLIMID;Dosage externalisé :
ENVNAN.ENVNANID;Dosage externalisé :
ENVO.ENVOCOM;Commentaire
ENVO.ENVO;Recherche
ENVOICYTO.ENVOICYTO-ANA;Analyse externalisée :
ENVOICYTO.ENVOICYTO-BIO;Biologiste ayant autorisé l'envoi :
ENVOICYTO.ENVOICYTO-SLAB;Sous traitant : 
ENVOICYTO.ENVOICYTO-T;Commentaire :
ENVOIGR.ENVOIGR-ANA;Analyse externalisée :
ENVOIGR.ENVOIGR-BIO;Biologiste ayant autorisé l'envoi :
ENVOIGR.ENVOIGR-SLAB;Sous traitant :
ENVOIGR.ENVOIGR-T;Commentaire :
ENVOIMMET.ENVOIMMETANA;Analyse externalisée :
ENVOIMMET.ENVOIMMETBIO;Analyse externalisée :
ENVOIMMET.ENVOIMMETSLAB;sous traitant
ENVOL.000;ENVOI ALLERGOLOGIE                      
ENVOL.010;*EXAMENS TRANSMIS                       
ENVOL.020;*AU LABORATOIRE                         
ENVORL.ENVORLID;Dosage externalisé :
ENVPOMP.ENVPOMPID;Dosage externalisé :
ENVSTLOU.ENVSTLOUID;Dosage externalisé :
ENVTEN.ENVTENID;Dosage externalisé :
ENVTOU.ENVTOUID;Dosage externalisé :
ENZB.ENZBCOMM;Commentaire
ENZB.ENZBCONC;Conclusion
ENZB.ENZB1;Galactosylcéramidase (Maladie de Krabbe)
ENZB.ENZB2;Beta-Glucosidase acide (Gaucher)
ENZB.ENZB3;Sphingomyelinase acide (Niemann Pick)
ENZB.ENZB4;Maltase acide (Pompe)
ENZB.ENZB5;Alpha Galactosidase (Maladie de Fabry)
ENZB.ENZB6;Alpha-L-Iduronidase (MPS I)
ENZCOMPL.ENZCOMPL-C1;COMMENTAIRE STD
ENZCOMPL.ENZCOMPL-C2;COMMENTAIRE LIBRE
ENZCOMPL.ENZCOMPL-E;ENVOYE A
ENZCOMPL.ENZCOMPL-ENV;Envoyé le:
ENZCOMPL.ENZCOMPL-RES;Reçu le:
ENZ1F.ENZ1FADNEURA;Alpha-D-Neuraminidase
ENZ1F.ENZ1FAFUC;Alpha-Fucosidase
ENZ1F.ENZ1FAGAL;Alpha-Galactosidase
ENZ1F.ENZ1FAMAN;Alpha-Mannosidase
ENZ1F.ENZ1FARYLA;Arylsulfatase A
ENZ1F.ENZ1FARYLB;Arylsulfatase B
ENZ1F.ENZ1FBGAL;Béta-Galactosidase
ENZ1F.ENZ1FBGLU;Béta-Glucosidase
ENZ1F.ENZ1FBGLUCUR;Béta-Glucuronidase
ENZ1F.ENZ1FBMAN;Béta-Mannosidase
ENZ1F.ENZ1FCOMMFI;Commentaire
ENZ1F.ENZ1FCONC;Conclusion
ENZ1F.ENZ1FHEXOA;Hexosaminidase A
ENZ1F.ENZ1FHEXOTFR;Hexosaminidase totale (Cellules fraîches
ENZ1F.ENZ1FHEXOT;Hexosaminidase totale
ENZ1L.ENZ1LADNEURA;Alpha-D-Neuraminidase (Leucocytes)
ENZ1L.ENZ1LAFUC;Alpha-Fucosidase (Leucocytes)
ENZ1L.ENZ1LAGAL;Alpha-Galactosidase A (Leucocytes)
ENZ1L.ENZ1LAMAN;Alpha-Mannosidase (Leucocytes)
ENZ1L.ENZ1LAMANP;Alpha-Mannosidase (Plasma)
ENZ1L.ENZ1LARYLA;Arylsulfatase A (Leucocytes)
ENZ1L.ENZ1LARYLB;Arylsulfatase B (Leucocytes)
ENZ1L.ENZ1LBGAL;Béta-Galactosidase (Leucocytes)
ENZ1L.ENZ1LBGLU;Béta-Glucosidase (Leucocytes)
ENZ1L.ENZ1LBGLUCURL;Béta-Glucuronidase (Leucocytes)
ENZ1L.ENZ1LBGLUCURP;Béta-Glucuonidase (Plasma)
ENZ1L.ENZ1LBMAN;Béta-Mannosidase (Leucocytes)
ENZ1L.ENZ1LCOMMLE;Commentaire
ENZ1L.ENZ1LCOMMP;Commentaire
ENZ1L.ENZ1LCONC;Conclusion
ENZ1L.ENZ1LHEXOA;Hexosaminidase A (Leucocytes)
ENZ1L.ENZ1LHEXOAP;Hexosaminidase A (Plasma)
ENZ1L.ENZ1LHEXOTFR;Hexosaminidase totale (Leucocytes frais)
ENZ1L.ENZ1LHEXOT;Hexosaminidase totale (Leucocytes)
ENZ1L.ENZ1LHEXOTP;Hexosaminidase totale (Plasma)
ENZ2B.ENZ2BCOMM;Commentaire
ENZ2B.ENZ2BCONC;Conclusion
ENZ2B.ENZ2B1;Galactosylcéramidase (Krabbe)
ENZ2B.ENZ2B2;Beta-Glucosidase acide (Gaucher)
ENZ2B.ENZ2B3;Sphingomyelinase acide (Niemann Pick)
ENZ2B.ENZ2B4;Maltase acide (Pompe)
ENZ2B.ENZ2B5;Alpha Galactosidase (Maladie de Fabry)
ENZ2B.ENZ2B6;Alpha-L-Iduronidase (MPS I)
ENZ2F.ENZ2FADNEURA;Alpha-D-Neuraminidase
ENZ2F.ENZ2FAFUC;Alpha-Fucosidase
ENZ2F.ENZ2FAGAL;Alpha-Galactosidase
ENZ2F.ENZ2FAMAN;Alpha-Mannosidase
ENZ2F.ENZ2FARYLA;Arylsulfatase A
ENZ2F.ENZ2FARYLB;Arylsulfatase B
ENZ2F.ENZ2FBGAL;Béta-Galactosidase
ENZ2F.ENZ2FBGLU;Béta-Glucosidase
ENZ2F.ENZ2FBGLUCUR;Béta-Glucuronidase
ENZ2F.ENZ2FBMAN;Béta-Mannosidase
ENZ2F.ENZ2FCOMMFI;Commentaire
ENZ2F.ENZ2FCONC;Conclusion
ENZ2F.ENZ2FHEXOA;Hexosaminidase A
ENZ2F.ENZ2FHEXOTFR;Hexosaminidase totale (Cellules fraîches
ENZ2F.ENZ2FHEXOT;Hexosaminidase totale
ENZ2L.ENZ2LADNEURA;Alpha-D-Neuraminidase
ENZ2L.ENZ2LAFUC;Alpha-Fucosidase
ENZ2L.ENZ2LAGAL;Alpha-Galactosidase
ENZ2L.ENZ2LAMAN;Alpaha-Mannosidase (Leucocytes)
ENZ2L.ENZ2LAMANP;Alpha-Mannosidase (Plasma)
ENZ2L.ENZ2LARYLA;Arylsulfatase A
ENZ2L.ENZ2LARYLB;Arylsulfatase B
ENZ2L.ENZ2LBGAL;Béta-Galactosidase
ENZ2L.ENZ2LBGLU;Béta-Glucosidase
ENZ2L.ENZ2LBGLUCURL;Béta-Glucuronidase (Leucocytes)
ENZ2L.ENZ2LBGLUCURP;Béta-Glucuronidase (Plasma)
ENZ2L.ENZ2LBMAN;Béta-Mannosidase
ENZ2L.ENZ2LCOMMLE;Commentaire
ENZ2L.ENZ2LCOMMP;Commentaire
ENZ2L.ENZ2LCONC;Conclusion
ENZ2L.ENZ2LHEXOA;Hexosaminidase A (Leucocytes)
ENZ2L.ENZ2LHEXOAP;Hexosaminidase A (Plasma)
ENZ2L.ENZ2LHEXOTFR;Hexosaminidase totale (Leucocytes frais)
ENZ2L.ENZ2LHEXOT;Hexosaminidase totale (Leucocytes)
ENZ2L.ENZ2LHEXOTP;Hexosaminidase totale (Plasma)
ENZ3B.ENZ3BCOMM;Commentaire
ENZ3B.ENZ3BCONC;Conclusion
ENZ3B.ENZ3B1;Galactosylcéramidase (Krabbe)
ENZ3B.ENZ3B2;Beta-Glucosidase acide (Gaucher)
ENZ3B.ENZ3B3;Sphingomyelinase acide (Niemann Pick)
ENZ3B.ENZ3B4;Maltase acide (Pompe)
ENZ3B.ENZ3B5;Alpha Galactosidase (Maladie de Fabry)
ENZ3B.ENZ3B6;Alpha-L-Iduronidase (MPS I)
ENZ3F.ENZ3FADNEURA;Alpha-D-Neuraminidase
ENZ3F.ENZ3FAFUC;Alpha-Fucosidase
ENZ3F.ENZ3FAGAL;Alpha-Galactosidase
ENZ3F.ENZ3FAMAN;Alpha-Mannosidase
ENZ3F.ENZ3FARYLA;Arylsulfatase A
ENZ3F.ENZ3FARYLB;Arylsulfatase B
ENZ3F.ENZ3FBGAL;Béta-Galactosidase
ENZ3F.ENZ3FBGLU;Béta-Glucosidase
ENZ3F.ENZ3FBGLUCUR;Béta-Glucuronidase
ENZ3F.ENZ3FBMAN;Béta-Mannosidase
ENZ3F.ENZ3FCOMMFI;Commentaire
ENZ3F.ENZ3FCONC;Conclusion
ENZ3F.ENZ3FHEXOA;Hexosaminidase A
ENZ3F.ENZ3FHEXOTFR;Hexosaminidase totale (Cellules fraîches
ENZ3F.ENZ3FHEXOT;Hexosaminidase totale
ENZ3L.ENZ3LADNEURA;Alpha-D-Neuraminidase
ENZ3L.ENZ3LAFUC;Alpha-Fucosidase
ENZ3L.ENZ3LAGAL;Alpha-Galactosidase
ENZ3L.ENZ3LAMAN;Alpha-Mannosidase (Leucocytes)
ENZ3L.ENZ3LAMANP;Alpha-Mannosidase (Plasma)
ENZ3L.ENZ3LARYLA;Arylsulfatase A
ENZ3L.ENZ3LARYLB;Arylsulfatase B
ENZ3L.ENZ3LBGAL;Béta-Galactosidase
ENZ3L.ENZ3LBGLU;Béta-Glucosidase
ENZ3L.ENZ3LBGLUCURL;Béta-Glucuronidase (Leucocytes)
ENZ3L.ENZ3LBGLUCURP;Béta-Glucuronidase totale (Plasma)
ENZ3L.ENZ3LBMAN;Béta-Mannosidase
ENZ3L.ENZ3LCOMMLE;Commentaire
ENZ3L.ENZ3LCOMMP;Commentaire
ENZ3L.ENZ3LCONC;Conclusion
ENZ3L.ENZ3LHEXOA;Hexosaminidase A (Leucocytes)
ENZ3L.ENZ3LHEXOAP;Hexosaminidase A (Plasma)
ENZ3L.ENZ3LHEXOTFR;Hexosaminidase totale (Leucocytes frais)
ENZ3L.ENZ3LHEXOT;Hexosaminidase totale (Leucocytes)
ENZ3L.ENZ3LHEXOTP;Hexosaminidase totale (Plasma)
ENZ4B.ENZ4BCOMM;Commentaire
ENZ4B.ENZ4BCONC;Conclusion
ENZ4B.ENZ4B1;Galactosylcéramidase (Krabbe)
ENZ4B.ENZ4B2;Beta-Glucosidase acide (Gaucher)
ENZ4B.ENZ4B3;Sphingomyelinase acide (Niemann Pick)
ENZ4B.ENZ4B4;Maltase acide (Pompe)
ENZ4B.ENZ4B5;Alpha Galactosidase (Maladie de Fabry)
ENZ4B.ENZ4B6;Alpha-L-Iduronidase (MPS I)
ENZ4F.ENZ4FADNEURA;Alpha-D-Neuraminidase
ENZ4F.ENZ4FAFUC;Alpha-Fucosidase
ENZ4F.ENZ4FAGAL;Alpha-Galactosidase
ENZ4F.ENZ4FAMAN;Alpha-Mannosidase
ENZ4F.ENZ4FARYLA;Arylsulfatase A
ENZ4F.ENZ4FARYLB;Arylsulfatase B
ENZ4F.ENZ4FBGAL;Béta-Galactosidase
ENZ4F.ENZ4FBGLU;Béta-Glucosidase
ENZ4F.ENZ4FBGLUCUR;Béta-Glucuronidase
ENZ4F.ENZ4FBMAN;Béta-Mannosidase
ENZ4F.ENZ4FCOMMFI;Commentaire
ENZ4F.ENZ4FCONC;Conclusion
ENZ4F.ENZ4FHEXOA;Hexosaminidase A
ENZ4F.ENZ4FHEXOTFR;Hexosaminidase totale (Cellules fraîches
ENZ4F.ENZ4FHEXOT;Hexosaminidase totale
