TYPEANA;TYPEANA_LABEL
NGSAHC.NGSAHC-C1;COMMENTAIRE STD
NGSAHC.NGSAHC-C2;COMMENTAIRE LIBRE
NGSAHC.NGSAHC-E;ENVOYE A
NGSAHC.NGSAHC-ENV;Envoyé le:
NGSAHC.NGSAHC-RES;Reçu le:
NIMBE.NIMBEANN;Annulé
NIMBE.NIMBERES;Resultat recu le
NITRU.NITRU;Nitrites urinaires
NMNUEU.NMNUEUC;Normétanéphrine urinaire
NMNUEU.NMNUEUR2;Dosage
NMNU.NMNU;Normétanéphrines (u)
NMNU.NMNUR;Normétaphrines
NORADEU.NORADEUC;Noradrénaline urinaire
NORADEU.NORADEUR2;Dosage
NORADU.NORADU;Noradrénaline (u)
NORADU.NORADUR;Noradrénaline
NORCU.NORCUANN;Annulé
NPAB.NPAB_CONC;Conclusion
NPAB.NPAB_RES;Sphingomyélinase
NSEDD.NSEDD;Neurone spécifique énolase
NSEDD.NSEDDN;Normale du LCR
NSEL.000;NEURONE SPECIF
NSEL.005;NSE
NSE.NSE;Neurone spécifique énolase
NSE.NSER;Neurone spécifique énolase (NSE)
NSE.NSER1;Neurone spécifique énolase (NSE)
NSEP.000;NEURONE SPEC.
NSEP.003;NATURE
NSEP.005;NSE
NSE.000;NEURONE SPECIF
NSE.005;NSE
NSL.NSLCD10;CD10
NSL.NSLCD103;CD103
NSL.NSLCD11;CD11c
NSL.NSL-CD123;CD123
NSL.NSLCD15+24-;Granuleux CD15+ CD 24 déficitaire
NSL.NSLCD1524;Granuleux CD15+ CD 24 déficitaire
NSL.NSLCD25;CD25
NSL.NSL-CD30;CD 30
NSL.NSLCD34;CD34
NSL.NSLCD38;CD38
NSL.NSLCD55;Hématies CD 55 déficitaires
NSL.NSL-CD56;CD 56
NSL.NSL-CD57;CD 57
NSL.NSLCD58;CD 58 +  :
NSL.NSLCD59;Hématies CD 59 déficitaires
NSL.NSLHLA;HLA-DR
NSL.NSLMDR;MDR
NSL.NSLNK;CD3- CD56+
NSL.NSLNK16;CD3- CD56+ CD16+
NSL.NSLSAISI;Dossier saisie
NSL.NSL15CD55;Granuleux CD 15+ CD 55 déficitaires
NSL.NSL15CD59;Granuleux CD 15+ CD 59 déficitaires
NTBNP.NTBNP;NT-Pro BNP
NTBNP.000;NT-proBNP
NTBNP.005;NT-proBNP
NUCLE.000;ANTICORPS ANTI-NUCLEOSOME (ELISA-IgG)   
NUCLE.005;     Dosage (en Unites/ml)............. 
NUC.NUC;5' Nucléotidase
N.000;Hématies
N.015;*NORMALES
N.020;Leucocytes
N.025;*GBX100
N.030;*CALCUL
N.035;Hématies
N.040;*CALCUL
N.045;Hémoglobine
N.050;SOIT
N.055;*CALCUL
N.060;Hématocrite
N.065;*CALCUL
N.070;V.G.M.
N.075;*CALCUL
N.080;T.G.M.H.
N.085;*CALCUL
N.090;C.C.M.H.
N.095;*CALCUL
N.100;I.D.R.
N.105;*CALCUL
N.110;Plaquettes
N.115;*CALCUL
N.120;V.M.P.
N.125;*CALCUL
N.130;I.D.P.
N.135;COMMENTAIRE
N.140;COMMENTAIRE
OFLOP.OFLOPCOM1;Commentaire
OFLOP.OFLOPCOM2;Commentaire
OFLOP.OFLOPR;Concentration au pic
OFLOP.OFLOPREF;Référence(s)
OFLOP.OFLOPTTT;Traitement
OFLOV.OFLOVCOM1;Commentaire
OFLOV.OFLOVR;Concentration résiduelle
OFLOV.OFLOVREF;Référence(s)
OFLOV.OFLOVR1;Résultat pur
OFLOV.OFLOVR2;Résultat dilué
OFLOV.OFLOVTTT;Traitement
OHCHLO.OHCHLOCOM1;Commentaire
OHCHLO.OHCHLOR;Concentration résiduelle
OHCHLO.OHCHLOREF;Référence(s)
OHCHLO.OHCHLOTTT;Traitement
OHPEU.OHPEUC;Hydroxyproline  µmol/mmol de créatinine
OHPEU.OHPEUCREAT;Créatinine urinaire
OHPEU.OHPEUD;OH-Pro Enf urine
OHPEU.OHPEUVL;Volume des urines
OHPU.OHPUM;Hydroxyproline
OHPU.OHPUVL;Volume des urines
OHPU.OHPU24;/24h
OHUR.000;17 HYDROXYSTERONE
OHUR.005;*17 HYDROXYSTERONE
OHU.000;17 HYDROXYSTEROIDES
OHU.005;17 HYDROXYSTEROIDES
OHU.010;Soit
OLACT.000;MARQUEURS D'ACTIVATION CELLULAIRE
OLACT.005;CD3/DR (LYMPHOCYTES T ACTIVES DR+ ).....
OLACT.010;T3 / TQ1 INDUCTEURS SUPPRESSEURS........
OLACT.015;T3 / I3  PAN T ACTIVES (HLA-DR+):.......
OLACT.020;NK /T8   T CYTOXIQUES NATURAL KILLER....
OLACT.025;CD26/CD3 (PAN T ACTIVES)................
OLACT.030;CD26/CD2 (PAN T ACTIVES)................
OLACT.035;CD26/CD4 (T HELPERS ACTIVES)............
OLACT.040;CD26/CD8 (T SUPPRESSEURS ACTIVES).......
OLACT.045;CD .....................................
OLACT.050;CD .....................................
OLACT.055;CD .....................................
OLACT.060;CD .....................................
OLACT.065;CD .....................................
OLANZ.OLANZCOM;Commentaire
OLANZ.OLANZINT;Interprétation
OLANZ.OLANZR;Concentration
OLANZ.OLANZREF;Références
OLANZ.OLANZR1;Concentration
OLANZ.OLANZTT;Traitement
OLB.000;ANTICORPS MONOCLONAUX LIGNEES B
OLB.005;CD20 B1 (PAN - B).......................
OLB.010;CD21 B2 (SOUS-POPULATION B).............
OLB.015;CD19 B4 (LYMPHOCYTES B).................
OLB.020;Y2955 (LYMPHOCYTES B MATURES)...........
OLB.025;CD10 J5 (CALLA).........................
OLB.030;CD9 BA2 BA2 B NON RESTREINTS (MONO,PLT).
OLB.035;CD22 B3 (B RESTREINT)...................
OLB.040;CD23 B6 (SOUS-POPULATION B).............
OLB.045;CD37 BL14 (B PROGENITEURS TARDIFS)......
OLB.050;PCA-1 PLASMOCYTES.......................
OLB.055;CD22? FMC7 (B RESTREINTS)...............
OLB.060;HLA-DR (HLA-DR CLASS II)................
OLB.065;HLA-DR G157.............................
OLB.070;CD19-CD5................................
OLFOR.000;ORGANES LYMPHOIDES (FORMULE)
OLFOR.005;FORMULE
OLFOR.010;Lymphocytes.......................
OLFOR.015;Plasmocytes.......................
OLFOR.020;Lympho plasmocytes................
OLFOR.025;Immunoblastes.....................
OLFOR.030;Lymphoblastes.....................
OLFOR.035;Polynucleaires neutrophiles.......
OLFOR.040;Polynucleaires eosinophiles.......
OLFOR.045;Polynucleaires basophiles.........
OLFOR.050;Blastes...........................
OLFOR.055;Myeloblastes......................
OLFOR.060;Histiocytes.......................
OLFOR.065;Cellules difficiles a classer.....
OLIGOC.OLIGOCENV;Envoyé 
OLIGOC.OLIGOCRES;Résultat reçu
OLMYE.000;MARQUEURS MYELOIDES ET PLAQUETTAIRES
OLMYE.005;CD16? NKH1 (NATURAL KILLER & LGL).......
OLMYE.010;CD11B IOM1 MO1 LEU15 (MYELOD NR CR3)....
OLMYE.015;CD14  MY4 (MONOCYTES GRANULEUX).........
OLMYE.020;CD13  MY7 (MONOCYTES GRANULEUX).........
OLMYE.025;CD15  ION1 MY1 (MYELOID/GRANULEUX)......
OLMYE.030;CD16  ION2 IOT1B (MYELOID/GRANULEUX)   .
OLMYE.035;CD33  MY9 ( MYELOID )...................
OLMYE.040;CD35  IOT17 (MYELOID NR + NK)...........
OLMYE.045;CD30  KI-1 (STERNBERG/ T OU B ACTIVES)..
OLMYE.050;ANTI VIII:C AG  (MEGA + PLAQUETTES).....
OLMYE.055;D44    ( PAN-LEUCOCYTAIRE ).............
OLMYE.060;GP IB   (GLYCOPROTEINES PLAQUETTAIRES)..
OLMYE.065;CD41  GPIIB/IIIA ( GP PLAQUETTES )......
OLPRE.000;ORGANE LYMPHOIDE
OLPRE.005;Origine prelevement :................
OLSIG.000;IMMUNOGLOBULINES MEMBRANAIRES
OLSIG.005;Lymphocytes IgM.......................
OLSIG.010;Lymphocytes IgG.......................
OLSIG.015;Lymphocytes IgA.......................
OLSIG.020;Lymphocytes IgD.......................
OLSIG.025;Lymphocytes Kappa.....................
OLSIG.030;Lymphocytes Lambda....................
OLT.000;ANTI-MONOCLONAUX DE LA LIGNEE T:
OLT.005;CD1 T6 (CORTICO-THYMOCYTES).............
OLT.010;CD1 I194 (CORTICO-THYMOCYTES)...........
OLT.015;CD2 T11 (EQUIVALENT ROSETTE-MOUTON).....
OLT.020;CD2 G 144 (EQUIVAL ROSETTES)............
OLT.025;CD5 A50 (PAN T NON RESTREINT)...........
OLT.030;CD7 I 21 ( PAN T).......................
OLT.035;CD3 OKT3 (PAN T MATURES)................
OLT.040;CD4 OKT4 (T HELPERS)....................
OLT.045;CD8 OKT8 (T SUPPRESSEURS)...............
OLT.050;CD25 T14 (RECEPTEUR INTERLEUKINE II)....
OLT.055;CD26 T15 TAC(T ACTIVITES)...............
OLT.060;CD 29 4B4/T4 (INDUCTEUR HELPERS)........
OLT.065;CD45R 2H4/T4 (INDUCTEUR SUPPRESSEURS)...
OPIU.000;U OPIACES
OPIU.005;OPIACES
ORG.ORG;ACTIVITE ANTI-Xa (ORGARAN)
ORG.ORG-COM;ACTIVITE ANTI-Xa (ORG)
ORG.000;ACT. ANTI Xa (ORGARAN)                  
ORG.020;ACT. ANTI Xa (ORGARAN)
ORO.ORO;Orosomucoïde
OSM.OSM;Osmolalité sanguine
OSMU.OSMU;Osmolalité urinaire
OSTA.OSTA;Ostase (phosphatase alcaline osseuse)
OSTEOCAL.OSTEOCAL;Osteocalcine
OSUT1A.OSUT1AP;PATIENT (en %)
OSUT1A.OSUT1AT;TEMOIN (en %)
OSUT1B.OSUT1BP;PATIENT (en %)
OSUT1B.OSUT1BT;TEMOIN (en %)
OSUT1C.OSUT1CP;PATIENT (en %)
OSUT1C.OSUT1CT;TEMOIN (en %)
OSUT1D.OSUT1DP;PATIENT (en %)
OSUT1D.OSUT1DT;TEMOIN (en %)
OSUT1E.OSUT1EP;PATIENT (en %)
OSUT1E.OSUT1ET;TEMOIN (en %)
OSUT1F.OSUT1FP;PATIENT (en %)
OSUT1F.OSUT1FT;TEMOIN (en %)
OSUT1G.OSUT1GP;PATIENT (en %)
OSUT1G.OSUT1GT;TEMOIN (en %)
OSUT1H.OSUT1HP;PATIENT (EN %)
OSUT1H.OSUT1HT;TEMOIN (EN %)
OSUT1I.OSUT1IP;PATIENT (EN %)
OSUT1I.OSUT1IT;TEMOIN (EN %)
OSUT1J.OSUT1JP;PATIENT (EN %)
OSUT1J.OSUT1JT;TEMOIN (EN %)
OSUT2A.OSUT2AP;PATIENT (en %)
OSUT2A.OSUT2AT;TEMOIN (en %)
OSUT2C.OSUT2CP;PATIENT (en %)
OSUT2C.OSUT2CT;TEMOIN (en %)
OSUT2D.OSUT2DP;PATIENT (EN %)
OSUT2D.OSUT2DT;TEMOIN (EN %)
OSUT2E.OSUT2EP;PATIENT (en %)
OSUT2E.OSUT2ET;TEMOIN (en %)
OSUT2F.OSUT2FP;PATIENT (en %)
OSUT2F.OSUT2FT;TEMOIN (en %)
OSUT2G.OSUT2GP;PATIENT (en %)
OSUT2G.OSUT2GT;TEMOIN (en %)
OSUT2H.OSUT2HP;PATIENT (en %)
OSUT2H.OSUT2HT;TEMOIN (en %)
OSUT2I.OSUT2IP;PATIENT (en %)
OSUT2I.OSUT2IT;TEMOIN (en %)
OSUT2J.OSUT2JP;PATIENT (en %)
OSUT2J.OSUT2JT;TEMOIN (en %)
OSUT2K.OSUT2KP;PATIENT (en %)
OSUT2K.OSUT2KT;TEMOIN (en %)
OSUT3.OSUT3;Conclusion
OSUT4.OSUT4; 
OXAUD.OXAUD;Acide oxalique urinaire
OXAUD.OXAUDECH;soit pour l'échantillon
OXAUD.OXAUDSC;Surface corporelle
OXAUD.OXAUDV24;soit par 24 heures
OXAUD.OXAUD173;soit pour 1.73 m2
OXAZE.OXAZEDOS;Dose
OXAZE.OXAZENAT;Nature du prélèvement
OXAZE.OXAZER;Concentration
OXAZE.OXAZETOX;Zone toxique
OXAZE.OXAZETT;Traitement
PACMO.000;COLORATION PHOSPHATASE ACIDE SPE.MOELLE
PACMO.005;TITRE COUR
PACMO.010;TITRE COUR
PACMO.015;*   Coloration
PACMO.020;*     dans
PAC.PACACC10;Décanoylcarnitine (C10)
PAC.PACACC10-1;Cis-4décénoylcarnitine (C10.1)
PAC.PACACC10-2;Décadiénoylcarnitine (C10.2)
PAC.PACACC12;Dodécanoylcarnitine (C12)
PAC.PACACC12-1;Dodécénoylcarnitine (C12.1)
PAC.PACACC14OH;3Hydroxytétradécanoylcarnitine (C14OH)
PAC.PACACC14;Tétradécanoylcarnitine (C14)
PAC.PACACC14-1;Tétradécénoylcarnitine (C14.1)
PAC.PACACC14-2;Tétradécadiénoylcarnitine (C14.2)
PAC.PACACC16OH;3Hydroxypalmitoylcarnitine (C16OH)
PAC.PACACC16;Palmitoylcarnitine (C16)
PAC.PACACC16-1;Palmitoléylcarnitine (C16.1)
PAC.PACACC16-10H;3Hydroxypalmitoléylcarnitine (C16.1OH)
PAC.PACACC18OH;3Hydroxystéarylcarnitine (C18OH)
PAC.PACACC18;Stéarylcarnitine (C18)
PAC.PACACC18-1;Oléylcarnitine (C18.1)
PAC.PACACC18-10H;3Hydroxyoléylcarnitine (C18.1OH)
PAC.PACACC18-2;Linoléylcarnitine (C18.2)
PAC.PACACC4DC;Méthylmalonylcarnitine (C4DC)/ 3Hydroxy
PAC.PACACC5DC;Glutarylcarnitine (C5DC)
PAC.PACACC5-1;Tiglylcarnitine/Méthylcrotonylcarnitine
PAC.PACACC6DC;Adipoylcarnitine/méthylglutarylcarnitin
PAC.PACACC8-1;Octénoylcarnitine (C8.1)
PAC.PACACT;Carnitine totale sur buvard
PAC.PACAC0;Carnitine libre (C0)
PAC.PACAC2;Acétylcarnitine (C2)
PAC.PACAC3;Propionylcarnitine (C3)
PAC.PACAC4;Butyryl-isobutyryl (C4)
PAC.PACAC4OH;3Hydroxybutyrylcarnitine (C4OH) / malony
PAC.PACAC5;Isovalérylcarnitine/2Méthylbutyrylcarn
PAC.PACAC6;Hexanoylcarnitine (C6)
PAC.PACAC8;Octanoylcarnitine (C8)
PAC.PACC;Commentaire
PAC.PACC2;Commentaire
PAC.PACC3;Commentaire
PACPLA.PACPLAACC10;Décanoylcarnitine (C10)
PACPLA.PACPLAACC10-1;Cis-4décénoylcarnitine (C10.1)
PACPLA.PACPLAACC10-2;Décadiénoylcarnitine (C10.2)
PACPLA.PACPLAACC12;Dodécanoylcarnitine (C12)
PACPLA.PACPLAACC12-1;Dodécénoylcarnitine (C12.1)
PACPLA.PACPLAACC14OH;3Hydroxytétradécanoylcarnitine (C14OH)
PACPLA.PACPLAACC14;Tétradécanoylcarnitine (C14)
PACPLA.PACPLAACC14-1;Tétradécénoylcarnitine (C14.1)
PACPLA.PACPLAACC14-2;Tétradécadiénoylcarnitine (C14.2)
PACPLA.PACPLAACC16OH;3Hydroxypalmitoylcarnitine (C16OH)
PACPLA.PACPLAACC16;Palmitoylcarnitine (C16)
PACPLA.PACPLAACC16-1OH;3Hydroxypalmitoléylcarnitine (C16.1OH)
PACPLA.PACPLAACC16-1;Palmitoléylcarnitine (C16.1)
PACPLA.PACPLAACC18OH;3Hydroxystéarylcarnitine (C18OH)
PACPLA.PACPLAACC18;Stéarylcarnitine (C18)
PACPLA.PACPLAACC18-1OH;3Hydroxyoléylcarnitine (C18.1OH)
PACPLA.PACPLAACC18-1;Oléylcarnitine (C18.1)
PACPLA.PACPLAACC18-2;Linoléylcarnitine (C18.2)
PACPLA.PACPLAACC4DC;Méthylmalonylcarnitine (C4DC)/ 3Hydroxy
PACPLA.PACPLAACC5DC;Glutarylcarnitine (C5DC)
PACPLA.PACPLAACC5-1;Tiglylcarnitine/Méthylcrotonylcarnitine
PACPLA.PACPLAACC6DC;Adipoylcarnitine/méthylglutarylcarnitin
PACPLA.PACPLAACC8-1;Octénoylcarnitine (C8.1)
PACPLA.PACPLAAC0;Carnitine libre (C0)
PACPLA.PACPLAAC2;Acétylcarnitine (C2)
PACPLA.PACPLAAC3;Propionylcarnitine (C3)
PACPLA.PACPLAAC4;Butyryl-isobutyryl (C4)
PACPLA.PACPLAAC4OH;4Hydroxybutyrylcarnitine (C4OH) / malony
PACPLA.PACPLAAC5;Isovalérylcarnitine/2Méthylbutyrylcarn
PACPLA.PACPLAAC6;Hexanoylcarnitine (C6)
PACPLA.PACPLAAC8;Octanoylcarnitine (C8)
PACPLA.PACPLAC;Commentaire
PACPLA.PACPLACT;Carnitine totale plasmatique
PACP.PACP;Phosphatase acide prostatique
PACSG.000;COLORATION PHOSPHATASE ACIDE SPE.SANG
PACSG.005;TITRE LONG
PACSG.010;----------------------
PACSG.015;*   Coloration
PACSG.020;*   ( Sang )
PACT.PACT;Phosphatases acides totales
PACU.PACUC;Commentaire
PACU.PACUCREA;Créatinine
PACU.PACUC2;Commentaire
PACU.PACUC3;Commentaire
PACU.PACUC5DC;Glutarylcarnitine
PACU.PACUC5DC2;Calcul
PACU.PACUL;Carnitine libre
PACU.PACUL2;Calcul
PAIAG.000;P.A.I ANTIGENE
PAIAG.005;TITRE LONG
PAIAG.010;TITRE LONG
PAIAG.015;(Methode Elisa)
PAI.PAI-F;FIBRI
PAI.PAI;INHIBITEUR DU TPA: PAI
PAI.PAI-TRIGLY;Triglycérides
PAI.PAI-VK;PAI-VK
PAI.000;INHIBITEUR DU TPA : P.A.I
PAI.005;TITRE COUR
PAI.010;TITRE COUR
PAI.015;(Dosage sur substrat chromogene)
PAL.PAL;Phos. Alcalines
PALUD.PALUD;PALU.négatif
PALUID.PALUD1;Identification:
PALUID.PALUD2;Stade:
PALUID.PALUD3;Quantification:
PALUID.PALUD4;nb de champs pour 1 parasite
PALU1.PALU_1;Sur frottis sanguin en couche mince:
PALU2.PALU_2;Sur goutte épaisse:
PAL.000;PHOSPHATASES ALCALINES LEUCOCYTAIRES
PAL.005;TITRE COUR
PAL.006;TITRE LONG
PAL.010;SCORE
PAROX.PAROXCOM1;Commentaire
PAROX.PAROXR;Concentration résiduelle
PAROX.PAROXREF;Référence(s)
PAROX.PAROXR1;Résultat pur
PAROX.PAROXR2;Résultat dilué
PAROX.PAROXTTT;Traitement
PAS.000;COLORATION AU PAS
PAS.005;COLORATION PAR LE P.A.S
PAS.010;dans
PAU.000;MICROALBUMINURIE
PAU.005;MICROALBUMINURIE
PAU.010;SOIT
PAU.015;CREATININURIE
PAU.020;*VND
PAU.025;MICROALBUMINURIE/CREATININURIE
PAVUL.PAVULANN;Annulé
PAVUL.PAVULRES;Resultat recu le
PBEXT.PBEXT-ENV;Envoyé le:
PBEXT.PBEXT-REC;Reçu le:
PBGUE.PBGUEENV;Envoyé le :
PBGU.PBGU;Recherche Porphobilinogène
PBGU.PBGUT;Texte
PB.PB; # Plomb
PB.PBCI3;Soit
PB.PBCOMACC3;Commentaire d'accompagnement
PB.PBCOMINC3;Commentaire d'incertitude
PB.PBCOMLDQ3;Commentaire LDQ
PB.PBCOMLIB3;Commentaire libre
PB.PBC;Soit
PB.PBC2;Soit
PB.PBC3;Soit
PB.PBI;Incertitude de mesure
PB.PBI2;Incertitude de mesure 
PB.PBI3;Incertitude de mesure 
PB.PB2; # Plomb
PB.PB3;Plomb
PBUT.PBUTC;Calcul en µmol
PBUT.PBUTC2;Calcul en µmol
PBUT.PBUTC3;Calcul en µmol
PBUT.PBUTD;Durée du recueil
PBUT.PBUT;Plomburie provoquée
PBUT.PBUTR;Dosage
PBUT.PBUTR2;Dosage
PBUT.PBUTR3;Dosage
PBUT.PBUTS;Calcul en µg
PBUT.PBUTSS;Soit
PBUT.PBUTSS2;Plomburie provoquée
PBUT.PBUTSS3;Plomburie provoquée
PBUT.PBUTS2;Calcul en µg
PBUT.PBUTS3;Calcul en µg
PBUT.PBUTV;Volume des urines
PBUT.PBUT2;Soit
PBUT.PBUT3;Soit
PCAG.PCAG-NORM;PROTEINE C
PCAG.PCAG-PCCOA;PCCOA
PCAG.PCAG-PCSUB;PCSUB
PCAG.PCAG;PROTEINE C
PCAG.PCAG-TP;TP
PCAG.000;PROTEINE C ELISA
PCAG.005;TITRE COUR
PCAG.010;TITRE COUR
PCAG.015;(Methode Elisa)
PCAG.020;*COMMENTAIRE
PCCOA.PCCOA-NORM;Protéine C chronométrique COM
PCCOA.PCCOA-PCAG;PCAG
PCCOA.PCCOA;PROTEINE C
PCCOA.PCCOA-SUB;PCSUB
PCCOA.PCCOA-TP;TP
PCCOA.000;PROTEINE C.ACTIVITE
PCCOA.005;TITRE COUR
PCCOA.010;TITRE COUR
PCCOA.015;(Methode chronometrique)
PCHE.PCHE;Pseudocholinéstérases
PCHE.000;PSEUDOCHOLINESTERASE                    
PCHE.005;PSEUDOCHOLINESTERASE                    
PCONIC.PCONIC1;CONCLUSION
PCONIC.PCONIC2;CONCLUSION
PCRCTGP.PCRCTGP_ATB;ATB GX
PCRCTGP.PCRCTGP_COM;Commentaire
PCRCTGP.PCRCTGP_CT;Ct
PCRCTGP.PCRCTGP_CTS;Ct souche
PCRCTGP.PCRCTGP_NAT;Prélèvement
PCRCTGP.PCRCTGP_RES;Résultat
PCRCTGP.PCRCTGP_ST;Statut
PCRCTGP.PCRCTGP_TEC;Technique
PCR.PCR;Protéine C Réactive
PCR.000;C.R.P
PCR.005;C.R.P.
PCS.PCS-RES;PCS - Contribution des plaquettes
PCSUB.PCSUB-NORM;PROTEINE C
PCSUB.PCSUB-PCAG;PCAG
PCSUB.PCSUB-PCCOA;PCCOA
PCSUB.PCSUB;PROTEINE C
PCSUB.PCSUB-TP;TP
PCSUB.000;PROTEINE C
PCSUB.005;TITRE COUR
PCSUB.010;TITRE COUR
PCSUB.015;(Dosage sur substrat chromogene)
PCSUB.020;COM PC
PCT.PCT;Procalcitonine
PCT.000;PROCALCITONINE                          
PCT.005;PROCALCITONINE                          
PCT.010;                                    Soit
PDF.PDF-DOS;soit
PDF.PDF-RECH;P.D.F. plasmatiques
PDFUR.000;PDF URINAIRES
PDFUR.005;*LIGNE BLA
PDFUR.010;PDF URINE
PDFUR.015;TITRE COUR
PDFX.000;P.D.F SERIQUES
PDFX.005;P.D.F SERIQUES
PDF.000;P.D.F. plasmatiques
PDF.002;P.D.F. plasmatiques
PDF.005;PDF
PDF.010;TITRE COUR
PEPTC.PEPTC;Peptide C
PEPTC0.PEPTC0D;Peptide C en pmol/L
PEPTC1.PEPTC1D;Peptide C en pmol/L
PEPTC2.PEPTC2D;Peptide C en pmol/L
PEPTC3.PEPTC3D;Peptide C en pmol/L
PEPTC4.PEPTC4D;Peptide C en pmol/L
PEPTC5.PEPTC5D;Peptide C en pmol/L
PEPTC6.PEPTC6D;Peptide C en pmol/L
PEPTC7.PEPTC7D;Peptide C en pmol/L
PEPTC8.PEPTC8D;Peptide C en pmol/L
PEPTC9.PEPTC9D;Peptide C en pmol/L
PEPTIC0.PEPTIC0;Temps 0   
PEPTIC120.PEPTIC120;Temps 120 
PEPTIC15.PEPTIC15;Temps 15 
PEPTIC-15.PEPTIC-15;Temps -15  
PEPTIC150.PEPTIC150;Temps 150 
PEPTIC180.PEPTIC180;Temps 180 
PEPTIC210.PEPTIC210;Temps 210 
PEPTIC240.PEPTIC240;Temps 240 
PEPTIC270.PEPTIC270;Temps 270 
PEPTIC-30.PEPTIC-30;Temps -30  
PEPTIC30.PEPTIC30;Temps 30  
PEPTIC300.PEPTIC300;Temps 300 
PEPTIC45.PEPTIC45;Temps 45 
PEPTIC60.PEPTIC60;Temps 60 
PEPTIC90.PEPTIC90;Temps 90 
PERLS.PERLS-COLO;RESULTAT
PERMO.PERMO-COLO;COLORATION DE LA PEROXYDASE
PERMO.000;COLORATION PEROXYDASE MOELLE
PERMO.005;TITRE LONG
PERMO.010;*  COLORATION DE LA PEROXYDASE
PERMO.015;dans
PERMO.020;*COMMENTAIRE
PERSG.000;COLORATION PEROXYDASE SANG
PERSG.005;TITRE LONG
PERSG.010;*  COLORATION DE LA PEROXYDASE
PERSG.015;*    ( sang )
PFA.PFA-ADP;Collagène / ADP
PFA.PFA-CONC;Conclusion
PFA.PFA-EPI;Collagène / Epinéphrine
PFA.PFA-HTE;Hématocrite
PFA.PFA-PLAQ;Plaquettes
PF4DIA.PF4DIA-COM;Rappel :
PF4DIA.PF4DIA-RES;Résultat:
PF4.000;FACTEUR 4 PLAQUETTAIRE
PF4.005;TITRE COUR
PF4.010;TITRE COUR
PF4.015;( Methode Elisa )
PGAZ1.000;Gaz du Sang
PGAZ1.010;HB
PGAZ1.015;pH
PGAZ1.020;pCO2
PGAZ1.025;pO2
PGAZ1.030;HCO3
PGAZ1.035;sO2
PGAZ1.060;SHUNT
PGAZ1.065;DAAO2
PGAZ2.000;Gaz du Sang
PGAZ2.015;pH
PGAZ2.020;pCO2
PGAZ2.025;pO2
PGAZ2.030;HCO3
PGAZ2.035;sO2
PGAZ3.000;Gaz du Sang
PGAZ3.010;HB
PGAZ3.015;PH
PGAZ3.020;PCO2
PGAZ3.025;pO2
PGAZ3.030;HCO3
PGAZ3.035;SAT
PGAZ3.060;SHUNT
PGAZ3.065;DAAO2
PGAZ4.000;Gaz du Sang
PGAZ4.015;PH
PGAZ4.020;PCO2
PGAZ4.025;pO2
PGAZ4.030;HCO3
PGAZ4.035;SAT
PGTUR.000;PREGNANETRIOL
PGTUR.005;*PREGNANETRIOL
PHAC.PHACONC0;sans mitogène
PHAC.PHACONC1;dilution 1
PHAC.PHACONC2;dilution 2
PHAC.PHACONC3;dilution 3
PHADI.PHADI;Identification par le PHADIATOP :
PHADI.000;DEPISTAGE DE L'ALLERGIE RESPIRATOIRE :
PHADI.005;Identification par le PHADIATOP :
PHAIN.PHAIN;             Interprétation :
PHAMI.PHAMINDEX0;sans mitogène
PHAMI.PHAMINDEX1;dilution 1
PHAMI.PHAMINDEX2;dilution 2
PHAMI.PHAMINDEX3;dilution 3
PHAM.PHAMAL0;sans mitogène
PHAM.PHAMAL1;dilution 1
PHAM.PHAMAL2;dilution 2
PHAM.PHAMAL3;dilution 3
PHAO.PHAO;pH cordon (artère ombilicale)
PHATI.PHATINDEX0;sans mitogène
PHATI.PHATINDEX1;dilution 1
PHATI.PHATINDEX2;dilution 2
PHATI.PHATINDEX3;dilution 3
PHAT.PHATEM0;sans mitogène
PHAT.PHATEM1;dilution 1
PHAT.PHATEM2;dilution 2
PHAT.PHATEM3;dilution 3
PHA.000;TEST DE PROLIFERATION A LA PHA
PHA.003;PHA MG/ML
PHA.005;PHA temoin   .....................
PHA.010;TEMOIN  2  ...................
PHA.015;TEMOIN : ..........................
PHA.020;MALADE 1   .....................
PHA.025;MALADE 2    ....................
PHA.030;MALADE : ..........................
PHA.035;INTERPRETATION :  PROLIFERATION
PHA.040;*COMMENTAIRE
PHDD.PHDD;pH
PHENOMZ.PHENOMZRES;Résultat le
PHEP.PHEP-ENV;Envoyé le :
PHEP.PHEP-RES;Reçu le :
PHL.PHL;Phosphatases Alcalines
PHL.000;Phos. Alcalines
PHL.005;*
PHL.010;Phos. Alcalines
PHNO.PHNOCOM1;Concentrations efficaces
PHNO.PHNOCOM2;Concentrations toxiques
PHNO.PHNO;Concentration (µmol/L)
PHNO.PHNOR;Concentration (µg/mL)
PHNO.PHNOREF;Références
PHNO.PHNOTTT;Posologie et voie d'administration
PHNY.PHNYCOM1;Concentrations efficaces
PHNY.PHNYCOM2;Concentrations toxiques
PHNY.PHNY;Concentration (µmol/L)
PHNY.PHNYR;Concentration (µg/mL)
PHNY.PHNYREF;Références
PHNY.PHNYTTT;Posologie et voie d'administration
PHO.PHO;Phosphore
PHOSDD.PHOSDD;Phosphore
PHOU.000;P.URINE
PHOU.005;P.URINE
PHOU.010;P/24H
PHOU.015;P/Ech
PHO.000;Phosphore
PHO.005;*
