TYPEANA;TYPEANA_LABEL
BG_ADNSYP.BG_ADNSYP_RET;PCR Syphilis - Résultat reçu le 
BG_ADNSYP.BG_ADNSYP_ST;PCR Syphilis - Statut
BG_ADNTP.BG_ADNTP_COM;PCR Treponema pallidum - Commentaire
BG_ADNTP.BG_ADNTP_CT;PCR Treponema pallidum - Ct
BG_ADNTP.BG_ADNTP_CTS;PCR Treponema pallidum - Ct souche
BG_ADNTP.BG_ADNTP_NAT;PCR Treponema pallidum - Nature de prélèvement
BG_ADNTP.BG_ADNTP_PVT;PCR Treponema pallidum - Nature pvt calculée
BG_ADNTP.BG_ADNTP_RES;PCR Treponema pallidum - Résultat
BG_ADNTP.BG_ADNTP_ST;PCR Treponema pallidum - Statut
BG_ADNTP.BG_ADNTP_TEC;PCR Treponema pallidum - Technique
BG_ADNTSS.BG_ADNTSS_COM;Recherche du gène tsst-1 - Commentaire
BG_ADNTSS.BG_ADNTSS_CT;Recherche du gène tsst-1 - Ct
BG_ADNTSS.BG_ADNTSS_CTS;Recherche du gène tsst-1 - Ct souche
BG_ADNTSS.BG_ADNTSS_NAT;Recherche du gène tsst-1 - Nature de prélèvement
BG_ADNTSS.BG_ADNTSS_RES;Recherche du gène tsst-1 - Résultat
BG_ADNTSS.BG_ADNTSS_ST;Recherche du gène tsst-1 - Statut
BG_ADNTSS.BG_ADNTSS_TEC;Recherche du gène tsst-1 - Technique
BG_ADNWHI.BG_ADNWHI_COM;PCR T.whipplei - Commentaire
BG_ADNWHI.BG_ADNWHI_NAT;PCR T.whipplei - Nature de prélèvement
BG_ADNWHI.BG_ADNWHI_PVT;PCR T.whipplei - Nature pvt calculée
BG_ADNWHI.BG_ADNWHI_RES;PCR T.whipplei - Résultat
BG_ADNWHI.BG_ADNWHI_ST;PCR T.whipplei - Statut
BG_ADNWHI.BG_ADNWHI_TEC;PCR T.whipplei - Technique
BG_ADNWHI.BG_ADNWHI2_CT;PCR T.whipplei - Twhi2 Ct
BG_ADNWHI.BG_ADNWHI3_CT;PCR T.whipplei - Twhi3 Ct
BG_ADNYP.BG_ADNYP_COM;PCR Yersinia pestis - Commentaire
BG_ADNYP.BG_ADNYP_CT;PCR Yersinia pestis - Ct
BG_ADNYP.BG_ADNYP_CTS;PCR Yersinia pestis - Ct souche
BG_ADNYP.BG_ADNYP_NAT;PCR Yersinia pestis - Prélèvement
BG_ADNYP.BG_ADNYP_PVT;PCR Yersinia pestis - Nature pvt calculée
BG_ADNYP.BG_ADNYP_RES;PCR Yersinia pestis - Résultat
BG_ADNYP.BG_ADNYP_ST;PCR Yersinia pestis - Statut
BG_ADNYP.BG_ADNYP_TEC;PCR Yersinia pestis - Technique
BG_ADN16.BG_ADN16_COM;PCR 16S - Commentaire
BG_ADN16.BG_ADN16_CT;PCR 16S - Ct V3
BG_ADN16.BG_ADN16_NAT;PCR 16S - Nature de prélèvement
BG_ADN16.BG_ADN16_PVT;PCR 16S - Nature pvt calculée
BG_ADN16.BG_ADN16_REP;PCR 16S - Réponse 16S
BG_ADN16.BG_ADN16_RES;PCR 16S - Résultat
BG_ADN16.BG_ADN16_ST;PCR 16S - Statut
BG_ADN16.BG_ADN16_TEC;PCR 16S - Technique
BG_ADN16.BG_ADN16V3_CT;PCR 16S - Ct V1-V3
BG_ADN16.BG_ADN16_V3S;PCR 16S - V1-V3 séquence
BG_ADN16.BG_ADN16_V3TM;PCR 16S - Tm V3
BG_ADN16.BG_ADN16V6_CT;PCR 16S - Ct V6
BG_ADN16.BG_ADN16_V6S;PCR 16S - V6 séquence
BG_ADN16.BG_ADN16_V6TM;PCR 16S - Tm V6
BGALERTBMR.BGALERTBMR1;ALERTE BMR - ALERTE BMR
BGARECH.BGARECH1;AUTRE RECHERCHE - Info sur la recherche demandée
BGARECH.BGARECH2;AUTRE RECHERCHE - Résultat
BGARECH.BGARECH3;AUTRE RECHERCHE - Résultat texte libre
BGASP.BGASP1;ASPECT - ASPECT
BGASPU.BGASPU1;ASPECT URINE - ASPECT URINE
BGASPU.BGASPU2;ASPECT URINE - Déclenchement Fiche
BGATBEC.BGATBEC1;Commentaire - Commentaire
BGBACT.BGBACT1;BACTERIURIE - Technique
BGBACT.BGBACT2;BACTERIURIE - Résultat
BGBACT.BGBACT3;BACTERIURIE - Résultat
BG.BG1;BOITES GARDEES - BOITES GARDEES
BGBLSE_ED.BGBLSE_ED1;EDITION RSLT BLSE - Technique
BGBLSE_ED.BGBLSE_ED2;EDITION RSLT BLSE - Résultat
BGBLSE_R.BGBLSE_R1;RECHERCHE BLSE - Technique
BGBLSE_R.BGBLSE_R2;RECHERCHE BLSE - Résultat
BGCARBA_ED.BGCARBA_ED1;EDITION RESULTAT CARBA - Technique
BGCARBA_ED.BGCARBA_ED2;EDITION RESULTAT CARBA - Résultat
BGCARBAENZ.BGCARBAENZ1;RECH CARBA PAR METHODE ENZYMATIQUE - Technique
BGCARBAENZ.BGCARBAENZ2;RECH CARBA PAR METHODE ENZYMATIQUE - Nbre de souches testées
BGCARBAE_R.BGCARBAE_R1;RESULTAT CARBA PAR METHODE ENZYMATIQUE - Fait sur : 
BGCARBAE_R.BGCARBAE_R2;RESULTAT CARBA PAR METHODE ENZYMATIQUE - Résultat
BGCARBAE_R.BGCARBAE_R3;RESULTAT CARBA PAR METHODE ENZYMATIQUE - Commentaires :
BGCARBAI.BGCARBAI1;RECH DE CARBA PAR METHODE IMMUNOLOGIQUE - Technique
BGCARBAI.BGCARBAI2;RECH DE CARBA PAR METHODE IMMUNOLOGIQUE - Nbre de souches testées
BGCARBAI_R.BGCARBAI_R1;RESULTAT CARBA PAR METHODE IMMUNOLOGIQUE - Fait sur : 
BGCARBAI_R.BGCARBAI_R2;RESULTAT CARBA PAR METHODE IMMUNOLOGIQUE - Nég/Pos
BGCARBAI_R.BGCARBAI_R3;RESULTAT CARBA PAR METHODE IMMUNOLOGIQUE - Commentaires :
BGCARBAI_R.BGCARBAI_R4;RESULTAT CARBA PAR METHODE IMMUNOLOGIQUE - Résultat rendu :
BGCARBAI_R.BGCARBAI_R5;RESULTAT CARBA PAR METHODE IMMUNOLOGIQUE - Résultat  :
BGCARBA_R.BGCARBA_R1;RECHERCHE CARBA - Technique
BGCARBA_R.BGCARBA_R2;RECHERCHE CARBA - Résultat
BG_CAR_COM.BG_CAR_COM;Commentaire Carba - Carba Commentaire
BGCMIEC.BGCMIEC1;CMI(S) EN COURS - Commentaire
BGCOM.BGCOM1;COMMENTAIRES - Com libre
BGCOMM_NE.BGCOMM_NE1;COMMENTAIRES NON EDITABLES - COMMENTAIRES NON EDITABLES
BGCONC.BGCONC1;CONCLUSION PV - Résultat
BGCONC.BGCONC2;CONCLUSION PV - Commentaire libre
BGCONCCQ.BGCONCCQ1;CONCLUSION CQ - CONCLUSION CQ
BGCOND.BGCOND1;CONDITIONNEMENT - Conditionnement
BGCOND.BGCOND2;CONDITIONNEMENT - Commentaire
BGCONDU.BGCONDU1;CONDITIONNEMENT URINE - CONDITIONNEMENT URINE
BGCONDU.BGCONDU2;CONDITIONNEMENT URINE - Commentaire
BGCONGELS.BGCONGELS1;CONGELATION SOUCHE - Souche congelée le :
BGCONGP.BGCONGP1;EMPLACEMENT CONGEL PVT - EMPLACEMENT CONGEL PVT
BGCONS.BGCONS_BG;CONSERVATION SOUCHE - Boites gardées
BGCONS.BGCONS_SC;CONSERVATION SOUCHE - Souche congelée
BGCQICA10.BGCQICA101;CULTURE PRELUD 10 - Technique
BGCQICA10.BGCQICA102;CULTURE PRELUD 10 - Gélose :
BGCQICA10.BGCQICA103;CULTURE PRELUD 10 - Lot n° : 
BGCQICA10.BGCQICA105;CULTURE PRELUD 10 - Résultat par UFC :
BGCQICA10.BGCQICA106;CULTURE PRELUD 10 - Résultat par mL : 
BGCQICA10.BGCQICA107;CULTURE PRELUD 10 - Date de péremption :
BGCQICA100.BGCQICA1001;CULTURE PRELUD 100 - Technique
BGCQICA100.BGCQICA1002;CULTURE PRELUD 100 - Gélose :
BGCQICA100.BGCQICA1003;CULTURE PRELUD 100 - Lot n° : 
BGCQICA100.BGCQICA1005;CULTURE PRELUD 100 - Résultat par UFC :
BGCQICA100.BGCQICA1006;CULTURE PRELUD 100 - Résultat par mL : 
BGCQICA100.BGCQICA1008;CULTURE PRELUD 100 - Date de péremption :
BGCQICM.BGCQICM1;CULTURE MANUELLE - Technique
BGCQICM.BGCQICM2;CULTURE MANUELLE - Gélose :
BGCQICM.BGCQICM3;CULTURE MANUELLE - Lot n° : 
BGCQICM.BGCQICM5;CULTURE MANUELLE - Résultat par UFC :
BGCQICM.BGCQICM6;CULTURE MANUELLE - Résultat par mL : 
BGCQICM.BGCQICM8;CULTURE MANUELLE - Date de péremption :
BGCQICONCL.BGCQICONCL1;CONCLUSION  - Résultat :
BGCQICONCL.BGCQICONCL2;CONCLUSION  - Commentaire :
BGCQIRE.BGCQIRE1;CQI RENOUVELE - Renouvelé le :
BGCQIRE.BGCQIRE2;CQI RENOUVELE - sur n° :
BGCQIRE.BGCQIRE3;CQI RENOUVELE - Résultat calculé 
BGCRIS.BGCRIS1;CRISTAUX - Technique
BGCRIS.BGCRIS2;CRISTAUX - Résultat
BGCRIS.BGCRIS3;CRISTAUX - Résultat
BGCULTAE.BGCULTAE1;Résultat ou nbre de germes - Technique
BGCULTAE.BGCULTAE2;Résultat ou nbre de germes - Résultat ou nbre de germes
BGCULTANA.BGCULTANA1;Résultat ou nbre de germes - Technique
BGCULTANA.BGCULTANA2;Résultat ou nbre de germes - Résultat ou nbre de germes
BGCULTANAG.BGCULTANAG1;Résultat ou nbre de germes - Technique
BGCULTANAG.BGCULTANAG2;Résultat ou nbre de germes - Résultat ou nbre de germes
BG_CULTCD.BG_CULTCD_COM;Culture C.difficile - Commentaire
BG_CULTCD.BG_CULTCD_REP;Culture C.difficile - Culture C.diff
BG_CULTCD.BG_CULTCD_TEC;Culture C.difficile - Technique
BGCULTMYC.BGCULTMYC1;CULTURE MYCOPLASMES - Technique
BGCULTMYC.BGCULTMYC2;CULTURE MYCOPLASMES - Nb germes
BGCULTS.BGCULTS1;CULTURE SOUCHE - Nombre de morphotypes visualisés sur l'échantillon
BGCULTS.BGCULTS2;CULTURE SOUCHE - Remarque :
BGCYTMUCO.BGCYTMUCO1;POLY/CHAMPS - Polynucléaires/champs
BGCYTMUCO.BGCYTMUCO2;POLY/CHAMPS - Technique
BGCYTS.BGCYTS1;EXAMEN MICROSCOPIQUE/COPRO - Polynucléaires
BGCYTS.BGCYTS2;EXAMEN MICROSCOPIQUE/COPRO - Hématies
BGCYTS.BGCYTS3;EXAMEN MICROSCOPIQUE/COPRO - Technique
BGCYTS.BGCYTS4;EXAMEN MICROSCOPIQUE/COPRO - Résultat 
BGDC.BGDC1;DECLENCHEMENT  - DECLENCHEMENT 
BGDCULT.BGDCULT1;Déclenchement culture - Déclenchement culture
BGDCULTU.BGDCULTU1;Déclenchement culture Urine - Déclenchement 
BGDELAI18.BGDELAI181;DELAI 18H - DELAI =
BGDELAI18.BGDELAI182;DELAI 18H - Commentaire
BGDELAI2.BGDELAI21;DELAI 2H - DELAI =
BGDELAI2.BGDELAI22;DELAI 2H - Commentaire
BGDIPH_R.BGDIPH_R1;RECHERCHE DE CORYNEB DIPHTHERIAE - Technique
BGDIPH_R.BGDIPH_R2;RECHERCHE DE CORYNEB DIPHTHERIAE - Résultat
BGEDBCR.BGEDBCR1;ED CRACHAT - Résultat
BGEDBCR.BGEDBCR2;ED CRACHAT - Technique
BGED.BGED1;EXAMEN DIRECT  - Technique
BGED.BGED2;EXAMEN DIRECT  - Commentaires
BGED.BGED3;EXAMEN DIRECT  - Commentaires
BGED.BGED4;EXAMEN DIRECT  - Résultat
BGEDL.BGEDL1;EXAMEN DIRECT (pour liquide avec formule) - Technique
BGEDL.BGEDL4;EXAMEN DIRECT (pour liquide avec formule) - Résultat
BGEDPOSB.BGEDPOSB1;ED DETAIL - Polynucléaires :
BGEDPOSB.BGEDPOSB2;ED DETAIL - Morphologie observée
BGEDPOSB.BGEDPOSB3;ED DETAIL - Morphologie observée
BGEDPOSB.BGEDPOSB4;ED DETAIL - Protocole PID
BGEDPOS.BGEDPOS1;Morphologie observée - Morphologie observée
BGEDPV.BGEDPV1;EX DIRECT PV - Technique
BGEDPV.BGEDPV2;EX DIRECT PV - Polynucléaires
BGEDPV.BGEDPV3;EX DIRECT PV - Hématies
BGEDPV.BGEDPV4;EX DIRECT PV - Résultat
BGEDPV.BGEDPV5;EX DIRECT PV - Cellules
BGEEQCBR.BGEEQCBR1;CULTURE - Technique
BGEEQCBR.BGEEQCBR2;CULTURE - Nbre de germes
BGEEQCQ.BGEEQCQ1;RESULTATS - Résultat par UFC :
BGEEQCQ.BGEEQCQ2;RESULTATS - Résultat par mL :
BGEEQCQ.BGEEQCQ3;RESULTATS - Identification
BGEEQCQ.BGEEQCQ4;RESULTATS - Technique
BGEEQCQ.BGEEQCQ5;RESULTATS - Antibiogramme
BGEEQCR.BGEEQCR1;CULTURES - Technique
BGEEQCR.BGEEQCR2;CULTURES - Nbre de germes
BGEEQCSQ.BGEEQCSQ1;RESULTATS CULTURE - Résultat par UFC :
BGEEQCSQ.BGEEQCSQ2;RESULTATS CULTURE - Résultat semi-quantitatif :
BGEEQCSQ.BGEEQCSQ3;RESULTATS CULTURE - Identification
BGEEQCSQ.BGEEQCSQ4;RESULTATS CULTURE - Technique
BGEEQCSQ.BGEEQCSQ5;RESULTATS CULTURE - Antibiogramme
BGEEQEDR.BGEEQEDR1;RESULTATS ED - Technique
BGEEQEDR.BGEEQEDR2;RESULTATS ED - Morphologie observée
BGEEQEDR.BGEEQEDR3;RESULTATS ED - Commentaires 
BGEEQN1_1.BGEEQN1_11;NUMERATION  - Technique
BGEEQN1_1.BGEEQN1_12;NUMERATION  - Leucocytes mm3 / valeur brute
BGEEQN1_1.BGEEQN1_13;NUMERATION  - Leucocytes par mL
BGEEQN1_1.BGEEQN1_14;NUMERATION  - Hématies par mm3 (valeur brute)
BGEEQN1_1.BGEEQN1_15;NUMERATION  - Hématies par mL
BGEEQSR.BGEEQSR1;RESULTAT SOUCHE - Technique
BGEEQSRSLT.BGEEQSRSLT1;RESULTATS SOUCHE - Identification
BGEEQSRSLT.BGEEQSRSLT2;RESULTATS SOUCHE - Technique
BGEEQSRSLT.BGEEQSRSLT3;RESULTATS SOUCHE - Antibiogramme
BGEOSINO.BGEOSINO1;RECHERCHE EOSINO - Technique
BGEOSINO.BGEOSINO2;RECHERCHE EOSINO - Résultat
BG_ERIC.BG_ERIC_ERIC;PCR Génotypage ERIC REP - PCR ERIC
BG_ERIC.BG_ERIC_REP;PCR Génotypage ERIC REP - PCR REP
BG_ERIC.BG_ERIC_RES;PCR Génotypage ERIC REP - Résultat
BG_ERIC.BG_ERIC_TEC;PCR Génotypage ERIC REP - Technique
BGERV_ED.BGERV_ED1;EDITION RESULTAT ERV  - Technique
BGERV_ED.BGERV_ED2;EDITION RESULTAT ERV  - Résultat
BGERV_R.BGERV_R1;RECHERCHE ERV - Technique
BGERV_R.BGERV_R2;RECHERCHE ERV - Résultat
BGFA_C.BGFA_C1;Nombre de germes - Technique
BGFA_C.BGFA_C2;Nombre de germes - Nombre de germes
BG_FACOMB.BG_FACOMB_ST;FilmArray Commentaire Bacterio - Statut
BG_FACOMB.BG_FACOMB1;FilmArray Commentaire Bacterio - commentaire
BG_FACOMB.BG_FACOMB2;FilmArray Commentaire Bacterio - Liste pathogène
BGFACQ.BGFACQ1;FLACON AE CQ - Technique
BGFACQ.BGFACQ2;FLACON AE CQ - Code barre manuel
BGFACQ.BGFACQ3;FLACON AE CQ - Lot n° : 
BGFACQ.BGFACQ4;FLACON AE CQ - Date de péremption : 
BGFACQ.BGFACQ5;FLACON AE CQ - Croissance
BGFACQ.BGFACQ6;FLACON AE CQ - Délai détection
BGFACQN.BGFACQN1;FLACON CQ NEG - Résultat Flacon Neg
BG_FACTU01.BG_FACTU01;Facturation PCR 16S - Facturation PCR
BG_FACTU02.BG_FACTU02;Facturation PCR SCHE - Facturation PCR
BG_FACTU03.BG_FACTU03;Facturation PCR BP - Facturation PCR
BG_FACTU04.BG_FACTU04;Facturation 16S Seq - Facturation PCR
BG_FACTU05.BG_FACTU05;Facturation ID Seq - Facturation PCR
BG_FACTU06.BG_FACTU06;Facturation Carba GX - Facturation PCR
BG_FACTU07.BG_FACTU07;Facturation carba VIM - Facturation PCR
BG_FACTU08.BG_FACTU08;Facturation carba KPC - Facturation PCR
BG_FACTU09.BG_FACTU09;Facturation carba OXA23 - Facturation PCR
BG_FACTU10.BG_FACTU10;Facturation carba OXA48 - Facturation PCR
BG_FACTU11.BG_FACTU11;Facturation carba NDM - Facturation PCR
BG_FACTU12.BG_FACTU12;Facturation carba IMP - Facturation PCR
BG_FACTU14.BG_FACTU14;Facturation CD - Facturation PCR
BG_FACTU15.BG_FACTU15;Facturation ERIC - Facturation PCR
BG_FACTU16.BG_FACTU16;Facturation Cult C.diff - Facturation PCR
BG_FACTU20.BG_FACTU20;Facturation ADNBA - Facturation PCR
BG_FACTU21.BG_FACTU21;Facturation ADNBAR - Facturation PCR
BG_FACTU22.BG_FACTU22;Facturation ADNBM - Facturation PCR
BG_FACTU23.BG_FACTU23;Facturation ADNBP - Facturation PCR
BG_FACTU24.BG_FACTU24;Facturation ADNCP - Facturation PCR
BG_FACTU25.BG_FACTU25;Facturation ADNBAC - Facturation PCR
BG_FACTU26.BG_FACTU26;Facturation ADNEAE - Facturation PCR
BG_FACTU27.BG_FACTU27;Facturation ADNEXB - Facturation PCR
BG_FACTU28.BG_FACTU28;Facturation ADNFT - Facturation PCR
BG_FACTU29.BG_FACTU29;Facturation ADNGON - Facturation PCR
BG_FACTU30.BG_FACTU30;Facturation ADNK - Facturation PCR
BG_FACTU31.BG_FACTU31;Facturation ADNL - Facturation PCR
BG_FACTU32.BG_FACTU32;Facturation ADNLEG - Facturation PCR
BG_FACTU33.BG_FACTU33;Facturation ADNLEP - Facturation PCR
BG_FACTU34.BG_FACTU34;Facturation ADNLPV - Facturation PCR
BG_FACTU35.BG_FACTU35;Facturation ADNLYT - Facturation PCR
BG_FACTU36.BG_FACTU36;Facturation ADNM - Facturation PCR
BG_FACTU37.BG_FACTU37;Facturation ADNMC - Facturation PCR
BG_FACTU38.BG_FACTU38;Facturation ADNMEC - Facturation PCR
BG_FACTU39.BG_FACTU39;Facturation ADNMECC - Facturation PCR
BG_FACTU40.BG_FACTU40;Facturation ADNMGEN - Facturation PCR
BG_FACTU41.BG_FACTU41;Facturation ADNP - Facturation PCR
BG_FACTU42.BG_FACTU42;Facturation ADNPYO - Facturation PCR
BG_FACTU43.BG_FACTU43;Facturation ADNSB - Facturation PCR
BG_FACTU44.BG_FACTU44;Facturation ADNSTA - Facturation PCR
BG_FACTU45.BG_FACTU45;Facturation ADNSTL - Facturation PCR
BG_FACTU46.BG_FACTU46;Facturation ADNSTX - Facturation PCR
BG_FACTU47.BG_FACTU47;Facturation ADNTSS - Facturation PCR
BG_FACTU48.BG_FACTU48;Facturation ADNWHI - Facturation PCR
BG_FACTU49.BG_FACTU49;Facturation ADNYP - Facturation PCR
BG_FACTU50.BG_FACTU50;Facturation SIADB - Facturation PCR
BG_FACTU51.BG_FACTU51;Facturation SIADC - Facturation PCR
BG_FACTU52.BG_FACTU52;Facturation MENW135 - Facturation PCR
BG_FACTU53.BG_FACTU53;Facturation MENY - Facturation PCR
BG_FACTU54.BG_FACTU54;Facturation REP - Facturation PCR
BG_FACTU55.BG_FACTU55;Facturation TYPSOU - Facturation PCR
BG_FACTU56.BG_FACTU56;Facturation ADNBH - Facturation PCR
BG_FACTU57.BG_FACTU57;Facturation ADNPANC - Facturation PCR
BG_FACTU58.BG_FACTU58;Facturation ADNTP - Facturation PCR
BG_FACTU59.BG_FACTU59;Facturation ADNCB - Facturation PCR
BG_FACTU60.BG_FACTU60;Facturation  CARBA 1 - Facturation CARBA 1
BG_FACTU61.BG_FACTU61;Facturation CARBA 2 - Facturation CARBA 2
BG_FACTU62.BG_FACTU62;Facturation CARBA 3 - Facturation CARBA 1
BG_FACTU63.BG_FACTU63;Facturation CARBA 4 - Facturation CARBA 
BG_FACTU64.BG_FACTU64;Facturation CORIS 1 - Facturation CARBA 1
BG_FACTU65.BG_FACTU65;Facturation  CORIS 2 - Facturation CARBA 1
BG_FACTU66.BG_FACTU66;Facturation CORIS 3 - Facturation CARBA 1
BG_FACTU67.BG_FACTU67;Facturation CORIS 4 - Facturation CARBA 1
BGFA_DEL.BGFA_DEL1;Délai rendu - Délai rendu
BGFAE.BGFAE1;FLACON AE - Technique
BGFAE.BGFAE2;FLACON AE - Code barre scan
BGFAE.BGFAE4;FLACON AE - Résultat flacon
BGFAE.BGFAE5;FLACON AE - Code barre manuel
BGFAE.BGFAE6;FLACON AE - Code barre 
BGFAE.BGFAE7;FLACON AE - Délai
BGFAE2D.BGFAE2D1;DECL. CULTURE FLACON(S) - DECL. CULTURE FLACON(S)
BGFA_GRAM.BGFA_GRAM1;Gram fiole aé - Technique
BGFA_GRAM.BGFA_GRAM2;Gram fiole aé - Morphologie n°1
BGFA_GRAM.BGFA_GRAM3;Gram fiole aé - Création d'une analyse Mycologique pour un Gram Pos
BGFA_GRAM.BGFA_GRAM4;Gram fiole aé - Morphologie n°2
BG_FAGR.BG_FAGR_BLSE;FilmArray Respi Gène Résistance - Commentaire BLSE
BG_FAGR.BG_FAGR_CARBA;FilmArray Respi Gène Résistance - Commentaire CARBA
BG_FAGR.BG_FAGR_CMECA;FilmArray Respi Gène Résistance - Commentaire MECA
BG_FAGR.BG_FAGR_CTXM;FilmArray Respi Gène Résistance - CTXM
BG_FAGR.BG_FAGR_IMP;FilmArray Respi Gène Résistance - IMP
BG_FAGR.BG_FAGR_KPC;FilmArray Respi Gène Résistance - KCP
BG_FAGR.BG_FAGR_MECA;FilmArray Respi Gène Résistance - MecA/C et MREJ
BG_FAGR.BG_FAGR_NDM;FilmArray Respi Gène Résistance - NDM
BG_FAGR.BG_FAGR_OXA;FilmArray Respi Gène Résistance - OXA
BG_FAGR.BG_FAGR_TITRE;FilmArray Respi Gène Résistance - Titre CR
BG_FAGR.BG_FAGR_VIM;FilmArray Respi Gène Résistance - VIM
BG_FALCR.BG_FALCR_CMV;FILMARRAY ME - Cytomégalovirus
BG_FALCR.BG_FALCR_COND;FILMARRAY ME - Conditionnement
BG_FALCR.BG_FALCR_CRYPTO;FILMARRAY ME - C.neoformans / gattii
BG_FALCR.BG_FALCR_ECK1;FILMARRAY ME - Escherichia coli K1
BG_FALCR.BG_FALCR_EN;FILMARRAY ME - Enterovirus
BG_FALCR.BG_FALCR_HHV6;FILMARRAY ME - Herpèsvirus humain 6
BG_FALCR.BG_FALCR_HINF;FILMARRAY ME - Haemophilus influenzae
BG_FALCR.BG_FALCR_HP;FILMARRAY ME - Human Parechovirus
BG_FALCR.BG_FALCR_HSV1;FILMARRAY ME - Herpès simplex 1
BG_FALCR.BG_FALCR_HSV2;FILMARRAY ME - Herpès simplex 2
BG_FALCR.BG_FALCR_IC;FILMARRAY ME - Filmarray Interne Control
BG_FALCR.BG_FALCR_LIMO;FILMARRAY ME - Listeria monocytogenes
BG_FALCR.BG_FALCR_LIST;FILMARRAY ME - Liste des pathogènes
BG_FALCR.BG_FALCR_MNG;FILMARRAY ME - Neisseria meningitidis
BG_FALCR.BG_FALCR_NEG;FILMARRAY ME - Recherche Neg
BG_FALCR.BG_FALCR_PNE;FILMARRAY ME - Streptococcus pnemoniae
BG_FALCR.BG_FALCR_PVT;FILMARRAY ME - Plélèvement
BG_FALCR.BG_FALCR_RESBAC;FILMARRAY ME - Filmarray Résultat Bactéries
BG_FALCR.BG_FALCR_RESMYC;FILMARRAY ME - Filmarray Résultat Myco
BG_FALCR.BG_FALCR_RESVIR;FILMARRAY ME - Filmarray Résultat Virus
BG_FALCR.BG_FALCR_ST;FILMARRAY ME - Statut
BG_FALCR.BG_FALCR_STRB;FILMARRAY ME - Streptococcus agalactiae
BG_FALCR.BG_FALCR_VZV;FILMARRAY ME - Varicella-zona
BGFANA.BGFANA1;FLACON ANA - Technique
BGFANA.BGFANA2;FLACON ANA - Code barre scan
BGFANA.BGFANA4;FLACON ANA - Résultat flacon
BGFANA.BGFANA5;FLACON ANA - Code barre manuel
BGFANA.BGFANA6;FLACON ANA - Code barre
BGFANA.BGFANA7;FLACON ANA - Délai
BG_FANEG.BG_FANEG1;Filmarray Recherche Neg - Interprètation
BG_FANEGM.BG_FANEGM_COM;FilmArray Neg Parasito - Commentaire
BG_FANEGM.BG_FANEGM_RES;FilmArray Neg Parasito - C. neoformans / gattii
BG_FANEGV.BG_FANEGV_COM;FilmArray Neg Virologie - Commentaire
BG_FANEGV.BG_FANEGV_RES;FilmArray Neg Virologie - Virus
BGFA_P.BGFA_P1;Flacon aé positif le - Flacon aé positif le
BG_FAPCMV.BG_FAPCMV_COM;FilmArray Pos CMV CR Viro - Commentaire
BG_FAPCMV.BG_FAPCMV_RES;FilmArray Pos CMV CR Viro - Cytomegalovirus
BG_FAPECK1.BG_FAPECK1_COM;FilmArray E.coli K1 Pos CR - Commentaire
BG_FAPECK1.BG_FAPECK1_RES;FilmArray E.coli K1 Pos CR - Escherichia coli K1
BG_FAPEN.BG_FAPEN_COM;FilmArray Pos enterovirus CR Viro - Commentaire
BG_FAPEN.BG_FAPEN_RES;FilmArray Pos enterovirus CR Viro - Entérovirus
BG_FAPHHV6.BG_FAPHHV6_COM;FilmArray Pos HHV6 CR Viro - Commentaire
BG_FAPHHV6.BG_FAPHHV6_RES;FilmArray Pos HHV6 CR Viro - Herpesvirus humain 6
BG_FAPHINF.BG_FAPHINF_COM;FilmArray Haemophilus Pos CR - Commentaire
BG_FAPHINF.BG_FAPHINF_RES;FilmArray Haemophilus Pos CR - Haemophilus influenzae
BG_FAPHP.BG_FAPHP_COM;FilmArray Pos HP CR Viro - Commentaire
BG_FAPHP.BG_FAPHP_RES;FilmArray Pos HP CR Viro - Parechovirus humain
BG_FAPHSV1.BG_FAPHSV1_COM;FilmArray Pos HSV1 CR Viro - Commentaire
BG_FAPHSV1.BG_FAPHSV1_RES;FilmArray Pos HSV1 CR Viro - Virus herpes simplex 1
BG_FAPHSV2.BG_FAPHSV2_COM;FilmArray Pos HSV2 CR Viro - Commentaire
BG_FAPHSV2.BG_FAPHSV2_RES;FilmArray Pos HSV2 CR Viro - Virus herpes simplex 2
BG_FAPLIMO.BG_FAPLIMO_COM;FilmArray Listeria Pos CR - Commentaire
BG_FAPLIMO.BG_FAPLIMO_RES;FilmArray Listeria Pos CR - Listeria monocytogenes
BG_FAPMNG.BG_FAPMNG_COM;FilmArray Menigo Pos CR - Commentaire
BG_FAPMNG.BG_FAPMNG_RES;FilmArray Menigo Pos CR - Neisseria meningitidis
BG_FAPMYCO.BG_FAPMYCO_COM;FilmArray Pos Cryptocoque CR Para - Commentaire
BG_FAPMYCO.BG_FAPMYCO_RES;FilmArray Pos Cryptocoque CR Para - C. neoformans / gattii
BG_FAPPNE.BG_FAPPNE_COM;FilmArray Pneumo Pos CR - Commentaire
BG_FAPPNE.BG_FAPPNE_RES;FilmArray Pneumo Pos CR - Streptococcus pneumoniae
BG_FAPSTRB.BG_FAPSTRB_COM;FilmArray Strepto B Pos CR - Commentaire
BG_FAPSTRB.BG_FAPSTRB_RES;FilmArray Strepto B Pos CR - Streptococcus agalactiae
BG_FAPVZV.BG_FAPVZV_COM;FilmArray Pos VZV CR Viro - Commentaire
BG_FAPVZV.BG_FAPVZV_RES;FilmArray Pos VZV CR Viro - Virus varicelle-zona
BG_FARESB.BG_FARESB_COM;Filmarray Neg Bacteriologie - Commentaire
